code_iris,Animation,Commerces et services de proximité,Culture et loisirs,Enseignement,Espaces verts,Santé,Services,Sport,Sécurité,Tourisme,Transports,prix_m2_median,arrondissement
751124803.0,0.14659685863874347,0.024329382407985028,0.14285714285714285,0.037037037037037035,0.0,0.10144927536231883,0.02903225806451613,0.0,0.0,0.15315315315315314,0.05476190476190477,9371.42857142857,12
751124804.0,0.16753926701570682,0.09544603867747972,0.0,0.14814814814814814,0.0,0.13043478260869565,0.041935483870967745,0.07500000000000001,0.0,0.14414414414414414,0.1380952380952381,9371.42857142857,12
751124805.0,0.13612565445026178,0.08858390517779165,0.2857142857142857,0.037037037037037035,0.0,0.1111111111111111,0.041935483870967745,0.025,0.0,0.09009009009009009,0.06904761904761905,9371.42857142857,12
751124806.0,0.11518324607329844,0.03368683718028696,0.0,0.0,0.0,0.15458937198067632,0.025806451612903226,0.025,0.0,0.036036036036036036,0.02380952380952381,9371.42857142857,12
751124807.0,0.23036649214659688,0.06799750467872738,0.0,0.18518518518518517,0.07142857142857142,0.36714975845410625,0.06451612903225806,0.1,0.25,0.02702702702702703,0.026190476190476195,9371.42857142857,12
751124808.0,0.24607329842931938,0.14597629444791016,0.14285714285714285,0.1111111111111111,0.07142857142857142,0.2898550724637681,0.05161290322580645,0.0,0.0,0.09009009009009009,0.19523809523809527,9371.42857142857,12
751124809.0,0.2984293193717278,0.053649407361197755,0.0,0.07407407407407407,0.0,0.1497584541062802,0.02903225806451613,0.1,0.0,0.05405405405405406,0.014285714285714287,9371.42857142857,12
751124810.0,0.1099476439790576,0.03867747972551466,0.0,0.18518518518518517,0.14285714285714285,0.1497584541062802,0.05806451612903226,0.0,0.25,0.02702702702702703,0.026190476190476195,9371.42857142857,12
751124811.0,0.05235602094240838,0.023705552089831567,0.0,0.0,0.0,0.014492753623188404,0.01935483870967742,0.0,0.0,0.009009009009009009,0.08095238095238096,9371.42857142857,12
751124812.0,0.09424083769633508,0.015595757953836557,0.0,0.18518518518518517,0.0,0.05797101449275362,0.00967741935483871,0.07500000000000001,0.0,0.018018018018018018,0.07857142857142858,9371.42857142857,12
751124813.0,0.08900523560209425,0.006862133499688085,0.0,0.07407407407407407,0.0,0.04830917874396135,0.00967741935483871,0.025,0.0,0.009009009009009009,0.009523809523809525,9371.42857142857,12
751124888.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.004830917874396135,0.0,0.025,0.0,0.0,0.004761904761904762,9371.42857142857,12
751124899.0,0.005235602094240838,0.0012476606363069245,0.0,0.0,0.07142857142857142,0.01932367149758454,0.0,0.0,0.0,0.0,0.0071428571428571435,9371.42857142857,12
751134901.0,0.07329842931937174,0.008733624454148471,0.0,0.037037037037037035,0.07142857142857142,0.09178743961352656,0.0064516129032258064,0.025,0.0,0.02702702702702703,0.026190476190476195,8888.888888888889,13
751134902.0,0.06806282722513089,0.022457891453524642,0.0,0.07407407407407407,0.07142857142857142,0.09178743961352656,0.012903225806451613,0.0,0.0,0.036036036036036036,0.026190476190476195,8888.888888888889,13
751134903.0,0.06282722513089006,0.016219588271990017,0.0,0.25925925925925924,0.0,0.19806763285024154,0.025806451612903226,0.0,0.0,0.07207207207207207,0.01904761904761905,8888.888888888889,13
751134904.0,0.020942408376963352,0.009357454772301934,0.0,0.0,0.14285714285714285,0.03864734299516908,0.0,0.0,0.0,0.0,0.028571428571428574,8888.888888888889,13
751134905.0,0.10471204188481675,0.029320024953212728,0.0,0.1111111111111111,0.0,0.18840579710144928,0.04516129032258064,0.1,0.5,0.08108108108108109,0.05238095238095239,8888.888888888889,13
751134906.0,0.05235602094240838,0.014971927635683094,0.0,0.14814814814814814,0.0,0.18357487922705312,0.01935483870967742,0.0,0.0,0.05405405405405406,0.02142857142857143,8888.888888888889,13
751134907.0,0.15183246073298431,0.018091079226450407,0.0,0.037037037037037035,0.0,0.16425120772946858,0.025806451612903226,0.0,0.0,0.02702702702702703,0.04047619047619048,8888.888888888889,13
751134908.0,0.14136125654450263,0.006238303181534623,0.0,0.2962962962962963,0.07142857142857142,0.16425120772946858,0.025806451612903226,0.0,0.25,0.018018018018018018,0.10476190476190478,8888.888888888889,13
751134999.0,0.005235602094240838,0.0018714909544603868,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.009523809523809525,8888.888888888889,13
751135001.0,0.005235602094240838,0.006862133499688085,0.0,0.07407407407407407,0.14285714285714285,0.05797101449275362,0.0,0.2,0.0,0.018018018018018018,0.028571428571428574,8888.888888888889,13
751135002.0,0.03664921465968587,0.010605115408608859,0.0,0.18518518518518517,0.07142857142857142,0.12560386473429952,0.0064516129032258064,0.225,0.0,0.0,0.05,8888.888888888889,13
751135003.0,0.041884816753926704,0.029320024953212728,0.0,0.2222222222222222,0.14285714285714285,0.0966183574879227,0.012903225806451613,0.125,0.0,0.018018018018018018,0.04047619047619048,8888.888888888889,13
751135004.0,0.0,0.008733624454148471,0.0,0.0,0.07142857142857142,0.03864734299516908,0.0,0.0,0.0,0.018018018018018018,0.02142857142857143,8888.888888888889,13
751135005.0,0.22513089005235604,0.021834061135371178,0.0,0.037037037037037035,0.07142857142857142,0.09178743961352656,0.02258064516129032,0.05,0.0,0.07207207207207207,0.0380952380952381,8888.888888888889,13
751135006.0,0.06806282722513089,0.008733624454148471,0.0,0.14814814814814814,0.0,0.043478260869565216,0.0,0.17500000000000002,0.0,0.018018018018018018,0.03571428571428572,8888.888888888889,13
751135007.0,0.18848167539267016,0.02744853399875234,0.0,0.14814814814814814,0.07142857142857142,0.10144927536231883,0.01935483870967742,0.025,0.0,0.036036036036036036,0.04761904761904762,8888.888888888889,13
751135008.0,0.03141361256544503,0.004366812227074236,0.2857142857142857,0.037037037037037035,0.14285714285714285,0.05314009661835749,0.0064516129032258064,0.0,0.0,0.018018018018018018,0.01904761904761905,8888.888888888889,13
751135009.0,0.010471204188481676,0.004990642545227698,0.0,0.0,0.0,0.00966183574879227,0.0032258064516129032,0.0,0.0,0.0,0.01666666666666667,8888.888888888889,13
751135010.0,0.06282722513089006,0.009981285090455396,0.0,0.07407407407407407,0.07142857142857142,0.178743961352657,0.00967741935483871,0.0,0.0,0.0,0.02380952380952381,8888.888888888889,13
751135011.0,0.08376963350785341,0.009981285090455396,0.0,0.1111111111111111,0.0,0.06763285024154589,0.0032258064516129032,0.025,0.0,0.02702702702702703,0.026190476190476195,8888.888888888889,13
751135012.0,0.08376963350785341,0.02744853399875234,0.0,0.0,0.0,0.04830917874396135,0.00967741935483871,0.0,0.0,0.02702702702702703,0.0380952380952381,8888.888888888889,13
751135013.0,0.03141361256544503,0.009981285090455396,0.0,0.1111111111111111,0.07142857142857142,0.10144927536231883,0.012903225806451613,0.1,0.0,0.009009009009009009,0.0380952380952381,8888.888888888889,13
751135014.0,0.1099476439790576,0.020586400499064253,0.0,0.3333333333333333,0.0,0.13043478260869565,0.00967741935483871,0.025,0.0,0.04504504504504504,0.030952380952380953,8888.888888888889,13
